EDMW,12.87972,48.83028
GLD,9.27444,49.25778
GLD,9.04944,51.46333
EHKD,4.78083,52.92445
LF__,0.16056,43.76611
EGLD,-0.51306,51.58833
LF__,6.53583,49.18806
EHDP,5.85583,51.51722
LS__,6.98500,46.63334
EG__,-1.96333,51.17361
EGBD,-1.61750,52.85972
GLD,9.37972,51.53611
GLD,9.24056,50.90306
EDAD,12.18444,51.83167
ED__,9.47111,48.60944
EDLJ,8.90417,51.94083
LK__,17.11806,49.72889
GLD,9.47556,48.60833
LF__,6.03556,47.33333
EHTE,6.04667,52.24472
GLD,5.91194,52.68417
